Mouse_Tissue_ID,Mouse_ID,Experiment,bc1_well,well_type,Tissue,Genotype,Protocol,Chemistry,Multiplexed_sample1,Multiplexed_sample2,Row,Column,SampleType,Sex,Age,Notes,DOB,Age_days,Body_weight_g,Estrus_cycle,Dissection_date,Dissection_time,ZT,Dissector,Tissue_weight_mg
131_B6AF1J_10M_08,131,igvf_020,C6,Single,Adrenal,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,6,Nuclei,Male,PNM_02,NA,6/27/23,72,28.6,NA,9/7/23,12:10 ,ZT5.5,GF,24
138_B6AF1J_10F_08,138,igvf_020,C7,Single,Adrenal,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,7,Nuclei,Female,PNM_02,NA,7/25/23,71,18.5,Diestrus,10/4/23,11:57 ,ZT5.5,GF,31
133_B6AF1J_10M_08,133,igvf_020,C8,Single,Adrenal,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,8,Nuclei,Male,PNM_02,NA,7/25/23,71,27.2,NA,10/4/23,11:05 ,ZT4.5,GF,16
210_B6PWKF1J_10F_08,210,igvf_020,D1,Single,Adrenal,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,1,Nuclei,Female,PNM_02,NA,5/23/23,69,15.6,Diestrus,7/31/23,13:24 ,ZT7,GF,33
207_B6PWKF1J_10M_08,207,igvf_020,D2,Single,Adrenal,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,2,Nuclei,Male,PNM_02,NA,5/23/23,69,21.7,NA,7/31/23,14:23 ,ZT8,GF,49
212_B6PWKF1J_10F_08,212,igvf_020,D3,Single,Adrenal,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,3,Nuclei,Female,PNM_02,NA,5/23/23,69,16.4,Diestrus,7/31/23,13:51 ,ZT7.5,GF,33
213_B6PWKF1J_10M_08,213,igvf_020,D4,Single,Adrenal,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,4,Nuclei,Male,PNM_02,NA,5/23/23,69,21.5,NA,7/31/23,12:28 ,ZT6,GF,21
216_B6PWKF1J_10F_08,216,igvf_020,D5,Single,Adrenal,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,5,Nuclei,Female,PNM_02,NA,5/23/23,69,16.7,Estrus,7/31/23,10:39 ,ZT4,GF,19
215_B6PWKF1J_10M_08,215,igvf_020,D6,Single,Adrenal,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,6,Nuclei,Male,PNM_02,NA,5/23/23,69,18.6,NA,7/31/23,13:43 ,ZT7,GF,26
218_B6PWKF1J_10F_08,218,igvf_020,D7,Single,Adrenal,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,7,Nuclei,Female,PNM_02,NA,5/16/23,65,13,Diestrus,7/20/23,11:08 ,ZT4.5,GF,34
217_B6PWKF1J_10M_08,217,igvf_020,D8,Single,Adrenal,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,8,Nuclei,Male,PNM_02,NA,5/16/23,65,24.2,NA,7/20/23,14:08 ,ZT7.5,GF,37
144_B6129S1F1J_10F_08,144,igvf_020,E1,Single,Adrenal,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,1,Nuclei,Female,PNM_02,NA,6/20/23,69,19.9,Diestrus,8/28/23,11:15 ,ZT5,GF,28
143_B6129S1F1J_10M_08,143,igvf_020,E2,Single,Adrenal,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,2,Nuclei,Male,PNM_02,NA,6/20/23,69,26.4,NA,8/28/23,14:15 ,ZT8,GF,28
150_B6129S1F1J_10F_08,150,igvf_020,E3,Single,Adrenal,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,3,Nuclei,Female,PNM_02,NA,6/20/23,69,17.7,Diestrus,8/28/23,12:28 ,ZT6,GF,47
153_B6129S1F1J_10M_08,153,igvf_020,E4,Single,Adrenal,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,4,Nuclei,Male,PNM_02,NA,7/10/23,73,23.2,NA,9/21/23,11:17 ,ZT5,GF,23
152_B6129S1F1J_10F_08,152,igvf_020,E5,Single,Adrenal,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,5,Nuclei,Female,PNM_02,NA,6/20/23,69,18.8,Metestrus,8/28/23,13:47 ,ZT7.5,GF,39
155_B6129S1F1J_10M_08,155,igvf_020,E6,Single,Adrenal,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,6,Nuclei,Male,PNM_02,NA,7/10/23,73,25.7,NA,9/21/23,11:47 ,ZT5.5,GF,33
156_B6129S1F1J_10F_08,156,igvf_020,E7,Single,Adrenal,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,7,Nuclei,Female,PNM_02,NA,7/10/23,73,17.9,Diestrus,9/21/23,10:29 ,ZT4,GF,28
157_B6129S1F1J_10M_08,157,igvf_020,E8,Single,Adrenal,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Male,PNM_02,NA,7/10/23,73,24.4,NA,9/21/23,12:13 ,ZT5.5,GF,30
194_B6CASTF1J_10F_08,194,igvf_020,F1,Single,Adrenal,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,1,Nuclei,Female,PNM_02,NA,5/2/23,69,16.68,Estrus,7/10/23,10:30 ,ZT4,GF,34
191_B6CASTF1J_10M_08,191,igvf_020,F2,Single,Adrenal,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,NA,5/2/23,69,31.5,NA,7/10/23,12:23 ,ZT6,GF,25
196_B6CASTF1J_10F_08,196,igvf_020,F3,Single,Adrenal,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Female,PNM_02,NA,5/2/23,69,17.28,Estrus,7/10/23,10:55 ,ZT4.5,GF,64
193_B6CASTF1J_10M_08,193,igvf_020,F4,Single,Adrenal,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,5/2/23,69,22.8,NA,7/10/23,12:55 ,ZT6.5,GF,39
202_B6CASTF1J_10F_08,202,igvf_020,F5,Single,Adrenal,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,5/30/23,65,19.2,Diestrus,8/3/23,13:36 ,ZT7,GF,47
195_B6CASTF1J_10M_08,195,igvf_020,F6,Single,Adrenal,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,5/2/23,69,23.8,NA,7/10/23,13:26 ,ZT7,GF,29
204_B6CASTF1J_10F_08,204,igvf_020,F7,Single,Adrenal,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,5/30/23,65,20.1,Metestrus,8/3/23,14:08 ,ZT7.5,GF,39
197_B6CASTF1J_10M_08,197,igvf_020,F8,Single,Adrenal,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,NA,5/2/23,69,29.63,NA,7/10/23,13:56 ,ZT7.5,GF,35
228_B6WSBF1J_10F_08,228,igvf_020,G1,Single,Adrenal,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,1,Nuclei,Female,PNM_02,NA,5/9/23,69,15.1,Diestrus,7/17/23,10:58 ,ZT4.5,GF,27
223_B6WSBF1J_10M_08,223,igvf_020,G2,Single,Adrenal,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Male,PNM_02,NA,5/9/23,69,21.4,NA,7/17/23,12:20 ,ZT6,GF,24
232_B6WSBF1J_10F_08,232,igvf_020,G3,Single,Adrenal,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,NA,5/9/23,69,16.29,Diestrus,7/17/23,11:53 ,ZT5.5,GF,29
225_B6WSBF1J_10M_08,225,igvf_020,G4,Single,Adrenal,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Male,PNM_02,NA,5/9/23,69,19.9,NA,7/17/23,13:33 ,ZT7,GF,17
234_B6WSBF1J_10F_08,234,igvf_020,G5,Single,Adrenal,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,NA,6/6/23,69,16.3,Diestrus,8/14/23,12:20 ,ZT6,GF,32
227_B6WSBF1J_10M_08,227,igvf_020,G6,Single,Adrenal,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Male,PNM_02,NA,5/9/23,69,19.8,NA,7/17/23,13:59 ,ZT7.5,GF,28
238_B6WSBF1J_10F_08,238,igvf_020,G7,Single,Adrenal,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,NA,6/6/23,69,16,Diestrus,8/14/23,14:03 ,ZT7.5,GF,40
229_B6WSBF1J_10M_08,229,igvf_020,G8,Single,Adrenal,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Male,PNM_02,NA,5/9/23,69,21.5,NA,7/17/23,14:25 ,ZT8,GF,29
178_B6NZOF1J_10F_08,178,igvf_020,H1,Single,Adrenal,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,1,Nuclei,Female,PNM_02,NA,5/30/23,69,27.3,Proestrus,8/7/23,10:28 ,ZT4,GF,30
175_B6NZOF1J_10M_08,175,igvf_020,H2,Single,Adrenal,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,NA,5/30/23,69,35.3,NA,8/7/23,12:33 ,ZT6,GF,28
182_B6NZOF1J_10F_08,182,igvf_020,H3,Single,Adrenal,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Female,PNM_02,NA,5/30/23,69,25.4,Diestrus,8/7/23,10:56 ,ZT4.5,GF,38
177_B6NZOF1J_10M_08,177,igvf_020,H4,Single,Adrenal,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,NA,5/30/23,69,37.8,NA,8/7/23,14:01 ,ZT7.5,GF,29
188_B6NZOF1J_10F_08,188,igvf_020,H5,Single,Adrenal,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Female,PNM_02,NA,6/13/23,65,25.4,Proestrus,8/17/23,12:40 ,ZT6,GF,41
181_B6NZOF1J_10M_08,181,igvf_020,H6,Single,Adrenal,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,NA,5/30/23,69,39.2,NA,8/7/23,15:13 ,ZT8.5,GF,29
190_B6NZOF1J_10F_08,190,igvf_020,H7,Single,Adrenal,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Female,PNM_02,NA,6/13/23,65,25.3,Diestrus,8/17/23,14:10 ,ZT7.5,GF,30
185_B6NZOF1J_10M_08,185,igvf_020,H8,Single,Adrenal,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,8,Nuclei,Male,PNM_02,NA,6/13/23,65,33.2,NA,8/17/23,14:37 ,ZT8,GF,37
AB_F1_08,NA,igvf_020,A9,Multiplexed,Adrenal,B6J/B6NODF1J,Parse_WT_Mega,v2,698_B6J_10F_08,164_B6NODF1J_10F_08,A,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F3_08,NA,igvf_020,B9,Multiplexed,Adrenal,B6J/B6NODF1J,Parse_WT_Mega,v2,702_B6J_10F_08,170_B6NODF1J_10F_08,B,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F1_08,NA,igvf_020,C9,Multiplexed,Adrenal,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,128_B6AF1J_10F_08,210_B6PWKF1J_10F_08,C,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F3_08,NA,igvf_020,D9,Multiplexed,Adrenal,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,132_B6AF1J_10F_08,216_B6PWKF1J_10F_08,D,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F1_08,NA,igvf_020,E9,Multiplexed,Adrenal,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,144_B6129S1F1J_10F_08,194_B6CASTF1J_10F_08,E,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F3_08,NA,igvf_020,F9,Multiplexed,Adrenal,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,152_B6129S1F1J_10F_08,202_B6CASTF1J_10F_08,F,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F1_08,NA,igvf_020,G9,Multiplexed,Adrenal,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,228_B6WSBF1J_10F_08,178_B6NZOF1J_10F_08,G,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F3_08,NA,igvf_020,H9,Multiplexed,Adrenal,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,234_B6WSBF1J_10F_08,188_B6NZOF1J_10F_08,H,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M1_08,NA,igvf_020,A10,Multiplexed,Adrenal,B6J/B6NODF1J,Parse_WT_Mega,v2,701_B6J_10M_08,159_B6NODF1J_10M_08,A,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M3_08,NA,igvf_020,B10,Multiplexed,Adrenal,B6J/B6NODF1J,Parse_WT_Mega,v2,705_B6J_10M_08,165_B6NODF1J_10M_08,B,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M1_08,NA,igvf_020,C10,Multiplexed,Adrenal,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,127_B6AF1J_10M_08,207_B6PWKF1J_10M_08,C,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M3_08,NA,igvf_020,D10,Multiplexed,Adrenal,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,131_B6AF1J_10M_08,215_B6PWKF1J_10M_08,D,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M1_08,NA,igvf_020,E10,Multiplexed,Adrenal,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,143_B6129S1F1J_10M_08,191_B6CASTF1J_10M_08,E,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M3_08,NA,igvf_020,F10,Multiplexed,Adrenal,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,155_B6129S1F1J_10M_08,195_B6CASTF1J_10M_08,F,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M1_08,NA,igvf_020,G10,Multiplexed,Adrenal,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,223_B6WSBF1J_10M_08,175_B6NZOF1J_10M_08,G,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M3_08,NA,igvf_020,H10,Multiplexed,Adrenal,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,227_B6WSBF1J_10M_08,181_B6NZOF1J_10M_08,H,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F2_08,NA,igvf_020,A11,Multiplexed,Adrenal,B6J/B6NODF1J,Parse_WT_Mega,v2,700_B6J_10F_08,166_B6NODF1J_10F_08,A,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F4_08,NA,igvf_020,B11,Multiplexed,Adrenal,B6J/B6NODF1J,Parse_WT_Mega,v2,706_B6J_10F_08,172_B6NODF1J_10F_08,B,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F2_08,NA,igvf_020,C11,Multiplexed,Adrenal,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,130_B6AF1J_10F_08,212_B6PWKF1J_10F_08,C,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F4_08,NA,igvf_020,D11,Multiplexed,Adrenal,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,138_B6AF1J_10F_08,218_B6PWKF1J_10F_08,D,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F2_08,NA,igvf_020,E11,Multiplexed,Adrenal,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,150_B6129S1F1J_10F_08,196_B6CASTF1J_10F_08,E,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F4_08,NA,igvf_020,F11,Multiplexed,Adrenal,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,156_B6129S1F1J_10F_08,204_B6CASTF1J_10F_08`,F,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F2_08,NA,igvf_020,G11,Multiplexed,Adrenal,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,232_B6WSBF1J_10F_08,182_B6NZOF1J_10F_08,G,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F4_08,NA,igvf_020,H11,Multiplexed,Adrenal,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,238_B6WSBF1J_10F_08,190_B6NZOF1J_10F_08,H,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M2_08,NA,igvf_020,A12,Multiplexed,Adrenal,B6J/B6NODF1J,Parse_WT_Mega,v2,703_B6J_10M_08,161_B6NODF1J_10M_08,A,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M4_08,NA,igvf_020,B12,Multiplexed,Adrenal,B6J/B6NODF1J,Parse_WT_Mega,v2,707_B6J_10M_08,167_B6NODF1J_10M_08,B,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M2_08,NA,igvf_020,C12,Multiplexed,Adrenal,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,129_B6AF1J_10M_08,213_B6PWKF1J_10M_08,C,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M4_08,NA,igvf_020,D12,Multiplexed,Adrenal,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,133_B6AF1J_10M_08,217_B6PWKF1J_10M_08,D,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M2_08,NA,igvf_020,E12,Multiplexed,Adrenal,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,153_B6129S1F1J_10M_08,193_B6CASTF1J_10M_08,E,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M4_08,NA,igvf_020,F12,Multiplexed,Adrenal,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,157_B6129S1F1J_10M_08,197_B6CASTF1J_10M_08,F,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M2_08,NA,igvf_020,G12,Multiplexed,Adrenal,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,225_B6WSBF1J_10M_08,177_B6NZOF1J_10M_08,G,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M4_08,NA,igvf_020,H12,Multiplexed,Adrenal,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,229_B6WSBF1J_10M_08,185_B6NZOF1J_10M_08,H,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698_B6J_10F_01,698,igvf_021,A1,Single,DiencephalonPituitary,B6J,Parse_WT_Mega,v2,NA,NA,A,1,Nuclei,Female,PNM_02,NA,9/26/23,69,19.4,Diestrus,12/4/23,10:00 ,ZT3.5,HL,80
701_B6J_10M_01,701,igvf_021,A2,Single,DiencephalonPituitary,B6J,Parse_WT_Mega,v2,NA,NA,A,2,Nuclei,Male,PNM_02,NA,9/26/23,69,26,NA,12/4/23,11:19 ,ZT5,HL,88
700_B6J_10F_01,700,igvf_021,A3,Single,DiencephalonPituitary,B6J,Parse_WT_Mega,v2,NA,NA,A,3,Nuclei,Female,PNM_02,NA,9/26/23,69,17.9,Estrus,12/4/23,10:52 ,ZT4.5,HL,86
703_B6J_10M_01,703,igvf_021,A4,Single,DiencephalonPituitary,B6J,Parse_WT_Mega,v2,NA,NA,A,4,Nuclei,Male,PNM_02,NA,9/26/23,69,27.9,NA,12/4/23,11:58 ,ZT5.5,HL,82
702_B6J_10F_01,702,igvf_021,A5,Single,DiencephalonPituitary,B6J,Parse_WT_Mega,v2,NA,NA,A,5,Nuclei,Female,PNM_02,NA,9/26/23,69,18.8,Proestrus,12/4/23,11:39 ,ZT5,HL,79
705_B6J_10M_01,705,igvf_021,A6,Single,DiencephalonPituitary,B6J,Parse_WT_Mega,v2,NA,NA,A,6,Nuclei,Male,PNM_02,NA,9/26/23,69,27.2,NA,12/4/23,13:25 ,ZT7,HL,76
706_B6J_10F_01,706,igvf_021,A7,Single,DiencephalonPituitary,B6J,Parse_WT_Mega,v2,NA,NA,A,7,Nuclei,Female,PNM_02,NA,9/26/23,69,22,Diestrus,12/4/23,13:47 ,ZT7.5,HL,91
707_B6J_10M_01,707,igvf_021,A8,Single,DiencephalonPituitary,B6J,Parse_WT_Mega,v2,NA,NA,A,8,Nuclei,Male,PNM_02,NA,9/26/23,69,25,NA,12/4/23,14:08 ,ZT7.5,HL,83
164_B6NODF1J_10F_01,164,igvf_021,B1,Single,DiencephalonPituitary,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,1,Nuclei,Female,PNM_02,NA,5/16/23,69,17,Diestrus,7/24/23,10:37 ,ZT4,HL,93
159_B6NODF1J_10M_01,159,igvf_021,B2,Single,DiencephalonPituitary,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,2,Nuclei,Male,PNM_02,NA,5/16/23,69,25.3,NA,7/24/23,12:15 ,ZT6,HL,96
166_B6NODF1J_10F_01,166,igvf_021,B3,Single,DiencephalonPituitary,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,3,Nuclei,Female,PNM_02,NA,5/16/23,69,20.5,Metestrus,7/24/23,11:10 ,ZT4.5,HL,99
161_B6NODF1J_10M_01,161,igvf_021,B4,Single,DiencephalonPituitary,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,4,Nuclei,Male,PNM_02,NA,5/16/23,69,24.8,NA,7/24/23,13:11 ,ZT6.5,HL,107
170_B6NODF1J_10F_01,170,igvf_021,B5,Single,DiencephalonPituitary,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,5,Nuclei,Female,PNM_02,NA,6/27/23,72,20.8,Estrus,9/7/23,13:47 ,ZT7.5,HL,95
165_B6NODF1J_10M_01,165,igvf_021,B6,Single,DiencephalonPituitary,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,6,Nuclei,Male,PNM_02,NA,5/16/23,69,26,NA,7/24/23,13:58 ,ZT7.5,HL,79
172_B6NODF1J_10F_01,172,igvf_021,B7,Single,DiencephalonPituitary,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,7,Nuclei,Female,PNM_02,NA,6/27/23,72,20.3,Estrus,9/7/23,14:21 ,ZT8,HL,91
167_B6NODF1J_10M_01,167,igvf_021,B8,Single,DiencephalonPituitary,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,8,Nuclei,Male,PNM_02,NA,5/16/23,69,25.2,NA,7/24/23,14:21 ,ZT8,HL,105
128_B6AF1J_10F_01,128,igvf_021,C1,Single,DiencephalonPituitary,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,1,Nuclei,Female,PNM_02,NA,6/27/23,72,18.3,Diestrus,9/7/23,9:43 ,ZT3,HL,81
127_B6AF1J_10M_01,127,igvf_021,C2,Single,DiencephalonPituitary,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,2,Nuclei,Male,PNM_02,NA,6/27/23,72,25.5,NA,9/7/23,11:09 ,ZT4.5,HL,82
130_B6AF1J_10F_01,130,igvf_021,C3,Single,DiencephalonPituitary,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,3,Nuclei,Female,PNM_02,NA,6/27/23,72,19.6,Metestrus,9/7/23,10:10 ,ZT3.5,HL,79
129_B6AF1J_10M_01,129,igvf_021,C4,Single,DiencephalonPituitary,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,4,Nuclei,Male,PNM_02,NA,6/27/23,72,23.8,NA,9/7/23,11:40 ,ZT5,HL,77
132_B6AF1J_10F_01,132,igvf_021,C5,Single,DiencephalonPituitary,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,5,Nuclei,Female,PNM_02,NA,6/27/23,72,21.2,Metestrus,9/7/23,10:40 ,ZT4,HL,76
131_B6AF1J_10M_01,131,igvf_021,C6,Single,DiencephalonPituitary,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,6,Nuclei,Male,PNM_02,NA,6/27/23,72,28.6,NA,9/7/23,12:10 ,ZT5.5,HL,78
138_B6AF1J_10F_01,138,igvf_021,C7,Single,DiencephalonPituitary,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,7,Nuclei,Female,PNM_02,NA,7/25/23,71,18.5,Diestrus,10/4/23,11:57 ,ZT5.5,HL,91
133_B6AF1J_10M_01,133,igvf_021,C8,Single,DiencephalonPituitary,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,8,Nuclei,Male,PNM_02,NA,7/25/23,71,27.2,NA,10/4/23,11:05 ,ZT4.5,HL,93
210_B6PWKF1J_10F_01,210,igvf_021,D1,Single,DiencephalonPituitary,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,1,Nuclei,Female,PNM_02,NA,5/23/23,69,15.6,Diestrus,7/31/23,13:24 ,ZT7,HL,88
207_B6PWKF1J_10M_01,207,igvf_021,D2,Single,DiencephalonPituitary,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,2,Nuclei,Male,PNM_02,NA,5/23/23,69,21.7,NA,7/31/23,14:23 ,ZT8,HL,87
212_B6PWKF1J_10F_01,212,igvf_021,D3,Single,DiencephalonPituitary,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,3,Nuclei,Female,PNM_02,NA,5/23/23,69,16.4,Diestrus,7/31/23,13:51 ,ZT7.5,HL,90
213_B6PWKF1J_10M_01,213,igvf_021,D4,Single,DiencephalonPituitary,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,4,Nuclei,Male,PNM_02,NA,5/23/23,69,21.5,NA,7/31/23,12:28 ,ZT6,HL,93
216_B6PWKF1J_10F_01,216,igvf_021,D5,Single,DiencephalonPituitary,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,5,Nuclei,Female,PNM_02,NA,5/23/23,69,16.7,Estrus,7/31/23,10:39 ,ZT4,HL,107
215_B6PWKF1J_10M_01,215,igvf_021,D6,Single,DiencephalonPituitary,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,6,Nuclei,Male,PNM_02,NA,5/23/23,69,18.6,NA,7/31/23,13:43 ,ZT7,HL,96
